/// This is for the parameters to predict SOA formation from the photooxidation of Isododecane
/// This file inlcludes the parameter for each lumping species at the four different conditions (LNOX-fresh, LNOx-aged, HNOx-fresh, HNOx-aged)                                    							
/// This file includes the molecular properties for each lumping species (MW: molecular weight, O:C: oxygen to carbon ratio, HB: hydrogen bonding  Zhou et al., (2018))                                    							
/// HB is calculated based on the functionality (OH(OOH)=1; COOH(COOOH) =1.6)                                    							
/// a, b, c, and d are coefficients in the polynomial equation to calculate stoichiomatric arrays as a function of the HC/NOx ratios and gas aging                                     							
///obtained from gas simulation from here							
///Carbon number of precursor							
12							
///molecular weight of precursor         							
170.34							
///Aging scale (log ((RO2+HO2)ppb/HC ppbc) for fresh and aged states as a function fo HC/NOx ratios                                    							
/// VOC/NOx ratio           Aging_Scale_Lower      Aging_Scale_Upper                                                                                                                							
48.89	-5.7982E+00	-5.2763E+00					
29.33	-6.0555E+00	-5.6246E+00					
14.67	-6.4109E+00	-6.0280E+00					
9.78	-6.6759E+00	-6.2969E+00			 		
7.33	-6.7714E+00	-6.3845E+00					
5.87	-6.8891E+00	-6.4831E+00					
4.89	-6.9861E+00	-6.5559E+00					
4.19	-7.0686E+00	-6.6121E+00					
2.20	-7.4173E+00	-6.8135E+00					
////parameters for lumping species at LNOx_fresh:  MW,  O:C, HB, a, b, c, d(a, b, c, and d are for stoichiometiric coeffcient arrays)							
1VF	2.3963E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2VF	2.1887E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3VF	1.9812E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4VF	1.7736E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5VF	1.5660E+02	2.9167E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
6VF	1.3584E+02	5.6677E-01	6.8184E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
7VF	1.1508E+02	7.8694E-01	6.2586E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
8VF	9.4326E+01	5.9178E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
1F	1.3832E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2F	1.3167E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3F	1.2502E+02	4.3750E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4F	1.1837E+02	4.9219E-01	5.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5F	1.1172E+02	4.3750E-01	2.5000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
6F	1.0507E+02	6.1523E-01	7.5000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
7F	9.8414E+01	5.1042E-01	6.6667E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
8F	9.1764E+01	4.8773E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
1M	1.2663E+02	2.9138E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2M	1.2387E+02	2.9138E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3M	1.2110E+02	2.9138E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4M	1.1834E+02	6.5625E-01	1.2500E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5M	1.1557E+02	6.7813E-01	2.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
6M	1.1281E+02	7.4963E-01	7.5000E-01	-4.0560E-09	3.3323E-07	-5.9258E-06	3.1005E-04
