/// This is for the parameters to predict SOA formation from the photooxidation of 2,6,10,14-tetramethylpentadecane
/// This file inlcludes the parameter for each lumping species at the four different conditions (LNOX-fresh, LNOx-aged, HNOx-fresh, HNOx-aged)                                    							
/// This file includes the molecular properties for each lumping species (MW: molecular weight, O:C: oxygen to carbon ratio, HB: hydrogen bonding  Zhou et al., (2018))                                    							
/// HB is calculated based on the functionality (OH(OOH)=1; COOH(COOOH) =1.6)                                    							
/// a, b, c, and d are coefficients in the polynomial equation to calculate stoichiomatric arrays as a function of the HC/NOx ratios and gas aging                                     							
///obtained from gas simulation from here							
///Carbon number of precursor							
19							
///molecular weight of precursor         							
268.52							
///Aging scale (log ((RO2+HO2)ppb/HC ppbc) for fresh and aged states as a function fo HC/NOx ratios                                    							
/// VOC/NOx ratio           Aging_Scale_Lower      Aging_Scale_Upper                                                                                                                							
66.67	-5.7982E+00	-5.2763E+00					
40.00	-6.0555E+00	-5.6246E+00					
20.00	-6.4109E+00	-6.0280E+00					
13.33	-6.6759E+00	-6.2969E+00			 		
10.00	-6.7714E+00	-6.3845E+00					
8.00	-6.8891E+00	-6.4831E+00					
6.67	-6.9861E+00	-6.5559E+00					
5.71	-7.0686E+00	-6.6121E+00					
3.00	-7.4173E+00	-6.8135E+00					
////parameters for lumping species at LNOx_fresh:  MW,  O:C, HB, a, b, c, d(a, b, c, and d are for stoichiometiric coeffcient arrays)							
1VF	2.3963E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2VF	2.1887E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3VF	1.9812E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4VF	1.7736E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5VF	1.5660E+02	1.8421E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
6VF	1.3584E+02	3.5796E-01	6.8184E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
7VF	1.1508E+02	4.9701E-01	6.2586E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
8VF	9.4326E+01	3.7375E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
1F	1.3832E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2F	1.3167E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3F	1.2502E+02	2.7632E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4F	1.1837E+02	3.1086E-01	5.0000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5F	1.1172E+02	2.7632E-01	2.5000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
6F	1.0507E+02	3.8857E-01	7.5000E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
7F	9.8414E+01	3.2237E-01	6.6667E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
8F	9.1764E+01	3.0804E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
1M	1.2663E+02	1.8403E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
2M	1.2387E+02	1.8403E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
3M	1.2110E+02	1.8403E-01	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
4M	1.1834E+02	4.1447E-01	1.2500E+00	0.0000E+00	0.0000E+00	0.0000E+00	0.0000E+00
5M	1.1557E+02	4.2829E-01	2.0000E+00	-5.4776E-10	6.1555E-08	-1.5125E-06	1.0471E-04
6M	1.1281E+02	4.7345E-01	7.5000E-01	-2.8556E-09	3.1788E-07	-7.4858E-06	5.6934E-04
7M	1.1004E+02	2.3438E-01	9.6603E-01	-6.4210E-09	7.1117E-07	-1.6351E-05	1.3082E-03
8M	1.0728E+02	1.4909E-01	1.3649E-01	-4.6008E-09	5.0834E-07	-1.1551E-05	9.4688E-04
1S	3.0650E+02	2.3252E-01	1.3531E+00	-4.4488E-09	1.3161E-06	9.9910E-06	6.6979E-04
2S	2.1489E+02	2.3848E-01	1.6500E+00	-2.9197E-09	3.0716E-06	1.9422E-04	1.2203E-02
3S	2.0301E+02	2.3967E-01	7.7427E-01	1.0114E-07	-1.4233E-05	8.7215E-04	6.1381E-02
4S	1.9113E+02	2.4089E-01	1.2735E+00	2.7314E-07	-4.1595E-05	1.8176E-03	1.4163E-01
5S	1.7925E+02	9.9596E-02	9.9985E-01	1.9456E-07	-2.9502E-05	1.2455E-03	1.0476E-01
6S	1.6737E+02	2.9458E-01	4.7160E-01	-1.9137E-08	1.8787E-06	-1.1146E-05	5.1766E-03
7S	1.5549E+02	1.6657E-01	4.9645E-01	-1.8017E-08	1.7940E-06	-1.0471E-05	4.7913E-03
8S	1.4361E+02	3.0278E-01	6.1368E-02	-4.2875E-09	4.4583E-07	-2.0341E-06	1.0803E-03
1P	3.8067E+02	2.7548E-01	1.5000E+00	-1.8333E-09	-8.2537E-07	1.9013E-04	2.0871E-03
2P	2.1863E+02	6.0348E-01	1.6500E+00	2.3807E-08	-5.2250E-06	4.5113E-04	1.6944E-02
